snippet,snippet_baku,tokens,stemmed_tokens,sentiment_label
seringkali ramai lokasi luas 24 jam non stop melayani sayangnya kalo sudah antri panjangnya minta ampun hanya 3 jalur antrian lebih dongkol kalo satu antrian lebih cepat kitanya antrian lelet,seringkali ramai lokasi luas 24 jam non stop melayani sayangnya kalo sudah antre panjangnya minta ampun hanya 3 jalur antrian lebih dongkol kalo satu antrian lebih cepat kitanya antrian lelet,"['seringkali', 'ramai', 'lokasi', 'luas', '24', 'jam', 'non', 'stop', 'melayani', 'sayangnya', 'kalo', 'sudah', 'antre', 'panjangnya', 'minta', 'ampun', 'hanya', '3', 'jalur', 'antrian', 'lebih', 'dongkol', 'kalo', 'satu', 'antrian', 'lebih', 'cepat', 'kitanya', 'antrian', 'lelet']","['seringkali', 'ramai', 'lokasi', 'luas', '24', 'jam', 'non', 'stop', 'layan', 'sayang', 'kalo', 'sudah', 'antre', 'panjang', 'minta', 'ampun', 'hanya', '3', 'jalur', 'antri', 'lebih', 'dongkol', 'kalo', 'satu', 'antri', 'lebih', 'cepat', 'kita', 'antri', 'lelet']",positif
strategis cukup nyaman toilet wilayah sekitar cukup bersih jika boleh memberikan saran mungkin wilayah indoor bisa diperluas wilayah outdoor sangat nyaman dikarenakan banyak perokok kasihan ibu hamil bayi orang2 suka bau rokok terima kasih,strategis cukup nyaman toilet wilayah sekitar cukup bersih jika boleh memberikan saran mungkin wilayah di dalam bisa diperluas wilayah di luar sangat nyaman dikarenakan banyak perokok kasihan ibu hamil bayi orang2 suka bau rokok terima kasih,"['strategis', 'cukup', 'nyaman', 'toilet', 'wilayah', 'sekitar', 'cukup', 'bersih', 'jika', 'boleh', 'memberikan', 'saran', 'mungkin', 'wilayah', 'di', 'dalam', 'bisa', 'diperluas', 'wilayah', 'di', 'luar', 'sangat', 'nyaman', 'dikarenakan', 'banyak', 'perokok', 'kasihan', 'ibu', 'hamil', 'bayi', 'orang2', 'suka', 'bau', 'rokok', 'terima', 'kasih']","['strategis', 'cukup', 'nyaman', 'toilet', 'wilayah', 'sekitar', 'cukup', 'bersih', 'jika', 'boleh', 'beri', 'saran', 'mungkin', 'wilayah', 'di', 'dalam', 'bisa', 'luas', 'wilayah', 'di', 'luar', 'sangat', 'nyaman', 'karena', 'banyak', 'okok', 'kasihan', 'ibu', 'hamil', 'bayi', 'orang2', 'suka', 'bau', 'rokok', 'terima', 'kasih']",positif
makananx gk perlu direview yah krn rasa kfc pasti dmn² sama saja,makananx gk perlu direview yah karena rasa kfc pasti dmn² sama saja,"['makananx', 'gk', 'perlu', 'direview', 'yah', 'karena', 'rasa', 'kfc', 'pasti', 'dmn²', 'sama', 'saja']","['makananx', 'gk', 'perlu', 'direview', 'yah', 'karena', 'rasa', 'kfc', 'pasti', 'dmn', 'sama', 'saja']",netral
luas nyaman,luas nyaman,"['luas', 'nyaman']","['luas', 'nyaman']",positif
letaknya strategisjd mudah klo mkn,letaknya strategisjd mudah kalau mkn,"['letaknya', 'strategisjd', 'mudah', 'kalau', 'mkn']","['letak', 'strategisjd', 'mudah', 'kalau', 'mkn']",positif
agak kecewa ni pas drive thrue disini kemaren suara cs speaker nggak jelas mungkin speakernya rusak kita miss com kita bilang a cs bilang b dibikinin b kita tetep dengernya a harga kok lbh mahal heran kan emak2 tyt bener salah order snack bucket dibikinin wings bucket hehe diperbaiki mungkin speakernya saling denger terus cs kan kerja ganda yaa maklum kalo konsentrasi terpecah belah semangat cs,agak kecewa ni pas drive thrue disini kemaren suara cs speaker nggak jelas mungkin speakernya rusak kita miss com kita bilang a cs bilang b dibikinin b kita tetep dengernya a harga kok lbh mahal heran kan emak2 tyt bener salah order snack bucket dibikinin wings bucket hehe diperbaiki mungkin speakernya saling dengar terus cs kan kerja ganda yaa maklum kalo konsentrasi terpecah belah semangat cs,"['agak', 'kecewa', 'ni', 'pas', 'drive', 'thrue', 'disini', 'kemaren', 'suara', 'cs', 'speaker', 'nggak', 'jelas', 'mungkin', 'speakernya', 'rusak', 'kita', 'miss', 'com', 'kita', 'bilang', 'a', 'cs', 'bilang', 'b', 'dibikinin', 'b', 'kita', 'tetep', 'dengernya', 'a', 'harga', 'kok', 'lbh', 'mahal', 'heran', 'kan', 'emak2', 'tyt', 'bener', 'salah', 'order', 'snack', 'bucket', 'dibikinin', 'wings', 'bucket', 'hehe', 'diperbaiki', 'mungkin', 'speakernya', 'saling', 'dengar', 'terus', 'cs', 'kan', 'kerja', 'ganda', 'yaa', 'maklum', 'kalo', 'konsentrasi', 'terpecah', 'belah', 'semangat', 'cs']","['agak', 'kecewa', 'ni', 'pas', 'drive', 'thrue', 'sini', 'kemaren', 'suara', 'cs', 'speaker', 'nggak', 'jelas', 'mungkin', 'speakernya', 'rusak', 'kita', 'miss', 'com', 'kita', 'bilang', 'a', 'cs', 'bilang', 'b', 'dibikinin', 'b', 'kita', 'tetep', 'dengernya', 'a', 'harga', 'kok', 'lbh', 'mahal', 'heran', 'kan', 'emak2', 'tyt', 'bener', 'salah', 'order', 'snack', 'bucket', 'dibikinin', 'wings', 'bucket', 'hehe', 'baik', 'mungkin', 'speakernya', 'saling', 'dengar', 'terus', 'cs', 'kan', 'kerja', 'ganda', 'yaa', 'maklum', 'kalo', 'konsentrasi', 'pecah', 'belah', 'semangat', 'cs']",negatif
makan dalam banyak lalat,makan dalam banyak lalat,"['makan', 'dalam', 'banyak', 'lalat']","['makan', 'dalam', 'banyak', 'lalat']",negatif
meja2 kotor belum dibersihkan,meja2 kotor belum dibersihkan,"['meja2', 'kotor', 'belum', 'dibersihkan']","['meja2', 'kotor', 'belum', 'bersih']",netral
sarana makan kekinian tepat waktu lapar,sarana makan kekinian tepat waktu lapar,"['sarana', 'makan', 'kekinian', 'tepat', 'waktu', 'lapar']","['sarana', 'makan', 'kini', 'tepat', 'waktu', 'lapar']",netral
pelayanan orangnya sangat ramah apalagi bapak satpamnya ramah sekali suka sama bapaknya tempatnya strategis jalan utama akses parkir oke protocol kesehatan diterapkan mantap dehh,pelayanan orangnya sangat ramah apalagi bapak satpamnya ramah sekali suka sama bapaknya tempatnya strategis jalan utama akses parkir oke protocol kesehatan diterapkan mantap dehh,"['pelayanan', 'orangnya', 'sangat', 'ramah', 'apalagi', 'bapak', 'satpamnya', 'ramah', 'sekali', 'suka', 'sama', 'bapaknya', 'tempatnya', 'strategis', 'jalan', 'utama', 'akses', 'parkir', 'oke', 'protocol', 'kesehatan', 'diterapkan', 'mantap', 'dehh']","['layan', 'orang', 'sangat', 'ramah', 'apalagi', 'bapak', 'satpam', 'ramah', 'sekali', 'suka', 'sama', 'bapak', 'tempat', 'strategis', 'jalan', 'utama', 'akses', 'parkir', 'oke', 'protocol', 'sehat', 'terap', 'mantap', 'dehh']",positif
cukup enak rekomendasi good kfc,cukup enak rekomendasi good kfc,"['cukup', 'enak', 'rekomendasi', 'good', 'kfc']","['cukup', 'enak', 'rekomendasi', 'good', 'kfc']",positif
aku tak bisa bilang aku nak amrik indonesia memiliki tingkat bawah atau youtube instastory gw ga tau deh gan gak roh kudus pati sekeluarga sudah menjadi bagian penting harus rela rumah jual toko kami dengan senang hati kami dengan senang aku nak ngisor kamar kost modern bawah atau youtube mati ne gawe seragam sekolah murah kamar kost kamar kost modern rumah tangga industri jasa instastory ga bisa ututu mati iki antara mereka adalah orangorang sangat penting menjaga kelembaban,aku tak bisa bilang aku nak amrik indonesia memiliki tingkat bawah atau youtube instastory gw tidak tau deh gan tidak roh kudus pati sekeluarga sudah menjadi bagian penting harus rela rumah jual toko kami dengan senang hati kami dengan senang aku nak ngisor kamar kost modern bawah atau youtube mati ne gawe seragam sekolah murah kamar kost kamar kost modern rumah tangga industri jasa instastory tidak bisa ututu mati iki antara mereka adalah orangorang sangat penting menjaga kelembaban,"['aku', 'tak', 'bisa', 'bilang', 'aku', 'nak', 'amrik', 'indonesia', 'memiliki', 'tingkat', 'bawah', 'atau', 'youtube', 'instastory', 'gw', 'tidak', 'tau', 'deh', 'gan', 'tidak', 'roh', 'kudus', 'pati', 'sekeluarga', 'sudah', 'menjadi', 'bagian', 'penting', 'harus', 'rela', 'rumah', 'jual', 'toko', 'kami', 'dengan', 'senang', 'hati', 'kami', 'dengan', 'senang', 'aku', 'nak', 'ngisor', 'kamar', 'kost', 'modern', 'bawah', 'atau', 'youtube', 'mati', 'ne', 'gawe', 'seragam', 'sekolah', 'murah', 'kamar', 'kost', 'kamar', 'kost', 'modern', 'rumah', 'tangga', 'industri', 'jasa', 'instastory', 'tidak', 'bisa', 'ututu', 'mati', 'iki', 'antara', 'mereka', 'adalah', 'orangorang', 'sangat', 'penting', 'menjaga', 'kelembaban']","['aku', 'tak', 'bisa', 'bilang', 'aku', 'nak', 'amrik', 'indonesia', 'milik', 'tingkat', 'bawah', 'atau', 'youtube', 'instastory', 'gw', 'tidak', 'tau', 'deh', 'gan', 'tidak', 'roh', 'kudus', 'pati', 'keluarga', 'sudah', 'jadi', 'bagi', 'penting', 'harus', 'rela', 'rumah', 'jual', 'toko', 'kami', 'dengan', 'senang', 'hati', 'kami', 'dengan', 'senang', 'aku', 'nak', 'ngisor', 'kamar', 'kost', 'modern', 'bawah', 'atau', 'youtube', 'mati', 'ne', 'gawe', 'seragam', 'sekolah', 'murah', 'kamar', 'kost', 'kamar', 'kost', 'modern', 'rumah', 'tangga', 'industri', 'jasa', 'instastory', 'tidak', 'bisa', 'ututu', 'mati', 'iki', 'antara', 'mereka', 'adalah', 'orangorang', 'sangat', 'penting', 'jaga', 'kelembaban']",positif
tempatnya strategis dipusat kota area duduk banyak pilihannya outdoor indoor disana area bermain anakanak perlu khawatir apabila membawa anak disana bisa acara ulang recomended,tempatnya strategis dipusat kota area duduk banyak pilihannya di luar di dalam disana area bermain anakanak perlu khawatir apabila membawa anak disana bisa acara ulang recomended,"['tempatnya', 'strategis', 'dipusat', 'kota', 'area', 'duduk', 'banyak', 'pilihannya', 'di', 'luar', 'di', 'dalam', 'disana', 'area', 'bermain', 'anakanak', 'perlu', 'khawatir', 'apabila', 'membawa', 'anak', 'disana', 'bisa', 'acara', 'ulang', 'recomended']","['tempat', 'strategis', 'pusat', 'kota', 'area', 'duduk', 'banyak', 'pilih', 'di', 'luar', 'di', 'dalam', 'sana', 'area', 'main', 'anakanak', 'perlu', 'khawatir', 'apabila', 'bawa', 'anak', 'sana', 'bisa', 'acara', 'ulang', 'recomended']",positif
espresso sippp spaghetti sipppp,espresso sippp spaghetti sipppp,"['espresso', 'sippp', 'spaghetti', 'sipppp']","['espresso', 'sippp', 'spaghetti', 'sipppp']",netral
tempatnya luas dalam ber ac luar ber ac bersih wangi tetapi diluar bersih sisa makanan tdk segera dibersihkan sehingga kita bingung mendapatkan duduk pelayanan lama kamar mandi bersih wangi wastafelnya kotor men charger tdk berfungsi,tempatnya luas dalam ber ac luar ber ac bersih wangi tetapi diluar bersih sisa makanan tidak segera dibersihkan sehingga kita bingung mendapatkan duduk pelayanan lama kamar mandi bersih wangi wastafelnya kotor men charger tidak berfungsi,"['tempatnya', 'luas', 'dalam', 'ber', 'ac', 'luar', 'ber', 'ac', 'bersih', 'wangi', 'tetapi', 'diluar', 'bersih', 'sisa', 'makanan', 'tidak', 'segera', 'dibersihkan', 'sehingga', 'kita', 'bingung', 'mendapatkan', 'duduk', 'pelayanan', 'lama', 'kamar', 'mandi', 'bersih', 'wangi', 'wastafelnya', 'kotor', 'men', 'charger', 'tidak', 'berfungsi']","['tempat', 'luas', 'dalam', 'ber', 'ac', 'luar', 'ber', 'ac', 'bersih', 'wangi', 'tetapi', 'luar', 'bersih', 'sisa', 'makan', 'tidak', 'segera', 'bersih', 'sehingga', 'kita', 'bingung', 'dapat', 'duduk', 'layan', 'lama', 'kamar', 'mandi', 'bersih', 'wangi', 'wastafel', 'kotor', 'men', 'charger', 'tidak', 'fungsi']",negatif
mbak mc cafenya judess banget pak pecat saja pdhl tanya ulang krna kurang jelas malah nyolotin sebel deh puasa puasa,mbak mc cafenya judess sekali pak pecat saja pdhl tanya ulang krna kurang jelas malah nyolotin sebel deh puasa puasa,"['mbak', 'mc', 'cafenya', 'judess', 'sekali', 'pak', 'pecat', 'saja', 'pdhl', 'tanya', 'ulang', 'krna', 'kurang', 'jelas', 'malah', 'nyolotin', 'sebel', 'deh', 'puasa', 'puasa']","['mbak', 'mc', 'cafenya', 'judess', 'sekali', 'pak', 'pecat', 'saja', 'pdhl', 'tanya', 'ulang', 'krna', 'kurang', 'jelas', 'malah', 'nyolotin', 'sebel', 'deh', 'puasa', 'puasa']",negatif
hampir tiap hari pesan via go tapi hari minggu pengen makan dit4 alhasil antriannya ampuuuunnn panjang banget kasir ditambah dong parkiran doang gede tapi kasirnya minim parkiran gandeng dengan pengunjung graha pena surabaya kasian pengunjung kfc kadang gak kebagian parkir,hampir tiap hari pesan via go tapi hari minggu pengen makan dit4 alhasil antriannya ampuuuunnn panjang sekali kasir ditambah dong parkiran doang gede tapi kasirnya minim parkiran gandeng dengan pengunjung graha pena surabaya kasian pengunjung kfc kadang tidak kebagian parkir,"['hampir', 'tiap', 'hari', 'pesan', 'via', 'go', 'tapi', 'hari', 'minggu', 'pengen', 'makan', 'dit4', 'alhasil', 'antriannya', 'ampuuuunnn', 'panjang', 'sekali', 'kasir', 'ditambah', 'dong', 'parkiran', 'doang', 'gede', 'tapi', 'kasirnya', 'minim', 'parkiran', 'gandeng', 'dengan', 'pengunjung', 'graha', 'pena', 'surabaya', 'kasian', 'pengunjung', 'kfc', 'kadang', 'tidak', 'kebagian', 'parkir']","['hampir', 'tiap', 'hari', 'pesan', 'via', 'go', 'tapi', 'hari', 'minggu', 'ken', 'makan', 'dit4', 'alhasil', 'antri', 'ampuuuunnn', 'panjang', 'sekali', 'kasir', 'tambah', 'dong', 'parkir', 'doang', 'gede', 'tapi', 'kasir', 'minim', 'parkir', 'gandeng', 'dengan', 'unjung', 'graha', 'pena', 'surabaya', 'kasi', 'unjung', 'kfc', 'kadang', 'tidak', 'bagi', 'parkir']",netral
maianannya sering ready utk driver online lama pelayanannya seperti mc d driver datang makanan sudah siap driver perlu nunggu lama bila masakan sudah habis misalnya kfc pelayanan kgusus sprti mc d dimana utk online itu makanan selalu sudah ready driver banyak mengeluh dg pelayanan kfc mohon diperbaiki pelayanan online,maianannya sering ready untuk driver online lama pelayanannya seperti mc d driver datang makanan sudah siap driver perlu nunggu lama bila masakan sudah habis misalnya kfc pelayanan kgusus sprti mc d dimana untuk online itu makanan selalu sudah ready driver banyak mengeluh dg pelayanan kfc mohon diperbaiki pelayanan online,"['maianannya', 'sering', 'ready', 'untuk', 'driver', 'online', 'lama', 'pelayanannya', 'seperti', 'mc', 'd', 'driver', 'datang', 'makanan', 'sudah', 'siap', 'driver', 'perlu', 'nunggu', 'lama', 'bila', 'masakan', 'sudah', 'habis', 'misalnya', 'kfc', 'pelayanan', 'kgusus', 'sprti', 'mc', 'd', 'dimana', 'untuk', 'online', 'itu', 'makanan', 'selalu', 'sudah', 'ready', 'driver', 'banyak', 'mengeluh', 'dg', 'pelayanan', 'kfc', 'mohon', 'diperbaiki', 'pelayanan', 'online']","['maianannya', 'sering', 'ready', 'untuk', 'driver', 'online', 'lama', 'layan', 'seperti', 'mc', 'd', 'driver', 'datang', 'makan', 'sudah', 'siap', 'driver', 'perlu', 'nunggu', 'lama', 'bila', 'masakan', 'sudah', 'habis', 'misal', 'kfc', 'layan', 'kgusus', 'sprti', 'mc', 'd', 'mana', 'untuk', 'online', 'itu', 'makan', 'selalu', 'sudah', 'ready', 'driver', 'banyak', 'keluh', 'dg', 'layan', 'kfc', 'mohon', 'baik', 'layan', 'online']",negatif
pas lagi met up sama maz disini pdhl lagi acara dbl,pas lagi met up sama maz disini pdhl lagi acara dbl,"['pas', 'lagi', 'met', 'up', 'sama', 'maz', 'disini', 'pdhl', 'lagi', 'acara', 'dbl']","['pas', 'lagi', 'met', 'up', 'sama', 'maz', 'sini', 'pdhl', 'lagi', 'acara', 'dbl']",netral
kalo siang masuk indoornya ac kurang dingin ayam originalnya cuman rasa lada trs kok paket wing krispy dapet 3pcs tapi original cuman 2pcs yaaa,kalo siang masuk indoornya ac kurang dingin ayam originalnya cuman rasa lada trs kok paket wing krispy dapet 3pcs tapi original cuman 2pcs yaaa,"['kalo', 'siang', 'masuk', 'indoornya', 'ac', 'kurang', 'dingin', 'ayam', 'originalnya', 'cuman', 'rasa', 'lada', 'trs', 'kok', 'paket', 'wing', 'krispy', 'dapet', '3pcs', 'tapi', 'original', 'cuman', '2pcs', 'yaaa']","['kalo', 'siang', 'masuk', 'indoornya', 'ac', 'kurang', 'dingin', 'ayam', 'originalnya', 'cuman', 'rasa', 'lada', 'trs', 'kok', 'paket', 'wing', 'krispy', 'dapet', '3pcs', 'tapi', 'original', 'cuman', '2pcs', 'yaaa']",netral
lokasi cukup strategis karna bisa jangkau jl ayani atau jl ketintang sangat cocok makan bersama keluarga menyediakan playground anak2 namun ttp harus awasi tdk menempatkan petugas pengawas disana menu makanan sama seperti makanan cepat saji lainnya restorannya berdiri samping jalan besar maka memberikan pilihan duduk indoor atau outdoor menyediakan coffe shop pelanggan ingin menikmati secangkir kopi temani cemilan ringan,lokasi cukup strategis karna bisa jangkau jl ayani atau jl ketintang sangat cocok makan bersama keluarga menyediakan playground anak2 namun ttp harus awasi tidak menempatkan petugas pengawas disana menu makanan sama seperti makanan cepat saji lainnya restorannya berdiri samping jalan besar maka memberikan pilihan duduk di dalam atau di luar menyediakan coffe shop pelanggan ingin menikmati secangkir kopi temani cemilan ringan,"['lokasi', 'cukup', 'strategis', 'karna', 'bisa', 'jangkau', 'jl', 'ayani', 'atau', 'jl', 'ketintang', 'sangat', 'cocok', 'makan', 'bersama', 'keluarga', 'menyediakan', 'playground', 'anak2', 'namun', 'ttp', 'harus', 'awasi', 'tidak', 'menempatkan', 'petugas', 'pengawas', 'disana', 'menu', 'makanan', 'sama', 'seperti', 'makanan', 'cepat', 'saji', 'lainnya', 'restorannya', 'berdiri', 'samping', 'jalan', 'besar', 'maka', 'memberikan', 'pilihan', 'duduk', 'di', 'dalam', 'atau', 'di', 'luar', 'menyediakan', 'coffe', 'shop', 'pelanggan', 'ingin', 'menikmati', 'secangkir', 'kopi', 'temani', 'cemilan', 'ringan']","['lokasi', 'cukup', 'strategis', 'karna', 'bisa', 'jangkau', 'jl', 'ayan', 'atau', 'jl', 'ketintang', 'sangat', 'cocok', 'makan', 'sama', 'keluarga', 'sedia', 'playground', 'anak2', 'namun', 'ttp', 'harus', 'awas', 'tidak', 'tempat', 'tugas', 'awas', 'sana', 'menu', 'makan', 'sama', 'seperti', 'makan', 'cepat', 'saji', 'lain', 'restoran', 'diri', 'samping', 'jalan', 'besar', 'maka', 'beri', 'pilih', 'duduk', 'di', 'dalam', 'atau', 'di', 'luar', 'sedia', 'coffe', 'shop', 'langgan', 'ingin', 'nikmat', 'cangkir', 'kopi', 'teman', 'cemilan', 'ringan']",positif
sajian memuaskan bagi keluarga kaula muda,sajian memuaskan bagi keluarga kaula muda,"['sajian', 'memuaskan', 'bagi', 'keluarga', 'kaula', 'muda']","['saji', 'muas', 'bagi', 'keluarga', 'kaula', 'muda']",positif
letaknya strategis pinggir jalan besar ahmad yani buka 24 jam jarak terlalu jauh jantung kota lapar pada tengah malam maka bisa menjadi salah satu tujuan anda keluarga,letaknya strategis pinggir jalan besar ahmad yani buka 24 jam jarak terlalu jauh jantung kota lapar pada tengah malam maka bisa menjadi salah satu tujuan anda keluarga,"['letaknya', 'strategis', 'pinggir', 'jalan', 'besar', 'ahmad', 'yani', 'buka', '24', 'jam', 'jarak', 'terlalu', 'jauh', 'jantung', 'kota', 'lapar', 'pada', 'tengah', 'malam', 'maka', 'bisa', 'menjadi', 'salah', 'satu', 'tujuan', 'anda', 'keluarga']","['letak', 'strategis', 'pinggir', 'jalan', 'besar', 'ahmad', 'yani', 'buka', '24', 'jam', 'jarak', 'terlalu', 'jauh', 'jantung', 'kota', 'lapar', 'pada', 'tengah', 'malam', 'maka', 'bisa', 'jadi', 'salah', 'satu', 'tuju', 'anda', 'keluarga']",netral
its oke cuma mesin pemesan otomatisnya terlalu tinggi kita gabisa pilih2 menu lain,its oke cuma mesin pemesan otomatisnya terlalu tinggi kita gabisa pilih2 menu lain,"['its', 'oke', 'cuma', 'mesin', 'pemesan', 'otomatisnya', 'terlalu', 'tinggi', 'kita', 'gabisa', 'pilih2', 'menu', 'lain']","['its', 'oke', 'cuma', 'mesin', 'mes', 'otomatis', 'terlalu', 'tinggi', 'kita', 'gabisa', 'pilih2', 'menu', 'lain']",positif
nyamanpaling suka krim sup nyahmmmm yummy,nyamanpaling suka krim sup nyahmmmm yummy,"['nyamanpaling', 'suka', 'krim', 'sup', 'nyahmmmm', 'yummy']","['nyamanpaling', 'suka', 'krim', 'sup', 'nyahmmmm', 'yummy']",positif
masa pagi sekitar jam 7 ksni mau makan tapi ayam originalnya sama sekali gak panas ya minimal hangat cashirnya ga sabar banget uda gt masa musiknya dangdutan bad service bgt tukang parkirnya doang ramah,masa pagi sekitar jam 7 ksni mau makan tapi ayam originalnya sama sekali tidak panas ya minimal hangat cashirnya tidak sabar sekali uda gt masa musiknya dangdutan bad service sekali tukang parkirnya doang ramah,"['masa', 'pagi', 'sekitar', 'jam', '7', 'ksni', 'mau', 'makan', 'tapi', 'ayam', 'originalnya', 'sama', 'sekali', 'tidak', 'panas', 'ya', 'minimal', 'hangat', 'cashirnya', 'tidak', 'sabar', 'sekali', 'uda', 'gt', 'masa', 'musiknya', 'dangdutan', 'bad', 'service', 'sekali', 'tukang', 'parkirnya', 'doang', 'ramah']","['masa', 'pagi', 'sekitar', 'jam', '7', 'ksni', 'mau', 'makan', 'tapi', 'ayam', 'originalnya', 'sama', 'sekali', 'tidak', 'panas', 'ya', 'minimal', 'hangat', 'cashirnya', 'tidak', 'sabar', 'sekali', 'uda', 'gt', 'masa', 'musik', 'dangdut', 'bad', 'service', 'sekali', 'tukang', 'parkir', 'doang', 'ramah']",positif
